"Permitir_Inmigrantes_Etnicos","Permitir_Inmigrantes_Pobres","Impacto_Economico_Inmigracion","Impacto_Cultural_Inmigracion","Impacto_Calidad_Vida_Inmigracion","Edad_Encuestado","Anios_Educacion_Completados","Satisfaccion_Ingresos_Hogar","Pais","Genero","Tipo_Domicilio","Rango_Edad","Region_Geografica","Nivel_Educacion_Agrupado"
2,2,7,6,7,53,14,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
4,2,0,5,4,86,19,2,"Lithuania","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Universitaria y Posgrado"
3,3,5,0,0,62,11,2,"Lithuania","Male","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
2,2,0,7,8,47,20,3,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Universitaria y Posgrado"
1,1,6,6,6,34,15,2,"Lithuania","Male","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,4,3,2,3,83,7,2,"Lithuania","Female","Country village","Ancianos (75-90)","Europa del Norte","Educación Primaria"
3,3,8,5,5,67,12,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,2,1,5,5,54,12,3,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,6,6,7,67,11,3,"Lithuania","Male","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,3,4,5,5,36,16,3,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,7,8,30,19,2,"Lithuania","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Universitaria y Posgrado"
2,2,6,7,6,53,11,2,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Primaria"
1,1,8,6,10,39,11,2,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Primaria"
4,4,0,0,0,77,12,2,"Lithuania","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
4,2,5,8,8,54,17,1,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
3,3,10,3,1,58,13,3,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,4,6,1,2,48,16,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,4,4,74,11,2,"Lithuania","Male","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
1,1,10,10,5,19,13,1,"Lithuania","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
2,2,8,8,4,72,10,2,"Lithuania","Male","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,3,5,2,5,29,16,2,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
1,2,8,6,6,26,17,1,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
3,3,7,5,5,65,12,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
1,2,7,6,5,51,16,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
3,1,2,4,7,38,14,2,"Lithuania","Male","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,3,1,7,5,54,14,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,7,8,5,64,15,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
1,1,6,6,6,30,16,2,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,3,4,58,10,3,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Primaria"
2,3,8,5,7,62,13,1,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,2,5,7,5,64,15,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
1,1,6,8,7,28,15,3,"Lithuania","Male","Country village","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,3,5,7,6,40,15,2,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,3,3,5,48,10,2,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Primaria"
1,2,5,5,5,59,12,2,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,5,7,5,32,14,2,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
1,1,8,8,8,28,16,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
3,3,6,5,5,29,13,2,"Lithuania","Male","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
3,4,2,10,3,76,12,2,"Lithuania","Female","Country village","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
2,2,6,4,5,65,14,2,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
1,1,4,4,4,38,14,2,"Lithuania","Male","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
4,4,5,5,3,52,12,3,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,9,4,5,30,14,2,"Lithuania","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,3,3,2,5,65,16,1,"Lithuania","Male","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,2,8,2,6,56,11,2,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Primaria"
2,3,7,8,6,18,11,2,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
3,4,7,5,5,51,12,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,1,7,8,7,42,16,1,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,10,5,5,68,18,3,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
4,4,0,0,0,62,16,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,7,6,6,69,12,1,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,2,5,6,6,51,15,3,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,9,4,7,35,16,1,"Lithuania","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
4,4,4,2,3,68,14,2,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,2,6,6,3,54,15,2,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,3,7,5,54,11,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Primaria"
2,2,5,5,5,84,20,2,"Lithuania","Female","A big city","Ancianos (75-90)","Europa del Norte","Educación Universitaria y Posgrado"
2,2,5,5,6,57,16,3,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,1,9,6,5,28,16,1,"Lithuania","Male","Country village","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
1,2,6,6,0,82,14,2,"Lithuania","Male","Country village","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
2,2,7,5,5,59,13,2,"Lithuania","Female","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,5,5,5,63,13,3,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,1,8,6,7,40,22,2,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Universitaria y Posgrado"
3,3,5,5,5,47,12,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
1,1,9,5,8,15,9,1,"Lithuania","Female","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
3,3,4,5,6,32,14,2,"Lithuania","Male","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,3,3,4,4,44,12,4,"Lithuania","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,3,4,2,4,60,10,3,"Lithuania","Male","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
2,3,5,1,5,56,12,2,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,7,5,5,25,15,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
1,1,5,5,8,64,15,1,"Lithuania","Male","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,3,8,8,7,67,11,2,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,2,5,6,5,65,11,2,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,2,5,3,4,38,16,3,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,4,6,4,5,63,12,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,2,3,6,4,78,12,2,"Lithuania","Male","Country village","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
3,3,2,3,5,59,14,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,10,10,8,16,10,2,"Lithuania","Female","Country village","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
4,4,5,0,1,58,13,1,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,2,6,10,7,59,15,2,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,1,10,10,10,61,11,4,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,3,7,4,7,36,15,2,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,3,2,5,3,38,10,2,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Primaria"
3,2,4,6,5,59,13,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,4,5,5,50,4,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Sin Educación Formal"
2,3,7,6,7,62,16,2,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
4,4,5,0,2,67,17,1,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,4,4,8,5,46,15,1,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,6,6,29,19,1,"Lithuania","Female","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Universitaria y Posgrado"
2,3,5,2,3,19,11,2,"Lithuania","Male","Country village","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
3,3,4,3,4,47,13,3,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,4,10,10,10,66,16,3,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,3,8,8,5,48,15,1,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,2,5,6,7,52,13,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,5,0,4,34,14,2,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,3,6,5,6,46,20,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Universitaria y Posgrado"
2,2,8,9,7,43,18,3,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
1,2,9,7,7,29,15,1,"Lithuania","Male","Country village","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
1,1,9,5,5,47,10,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Primaria"
4,2,6,1,4,57,12,2,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
4,4,1,4,4,53,13,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,1,6,5,6,56,16,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,2,7,3,4,38,14,3,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,2,5,5,5,32,17,2,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,4,3,4,69,8,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
1,1,7,5,5,46,12,1,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
1,1,0,0,0,28,14,1,"Lithuania","Female","Country village","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
1,1,9,8,9,47,15,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,3,8,4,7,52,12,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,5,5,5,62,11,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
1,2,8,7,6,47,18,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,3,2,5,4,32,15,2,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,4,2,7,47,30,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Universitaria y Posgrado"
1,1,5,2,3,49,14,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
1,2,8,4,8,80,12,2,"Lithuania","Female","Country village","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
2,2,5,5,5,28,17,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
1,2,9,9,8,25,12,4,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
1,1,8,10,10,22,13,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
2,2,6,3,7,74,12,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,2,5,5,5,25,16,2,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
3,2,0,0,0,76,15,2,"Lithuania","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
2,3,10,4,5,33,18,1,"Lithuania","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,5,4,4,41,18,1,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,2,3,1,56,14,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
4,2,5,4,7,68,13,2,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
1,4,4,3,5,56,14,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
1,2,6,8,6,24,17,1,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
1,1,0,5,0,45,14,1,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,4,1,0,2,53,12,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,6,8,7,38,16,2,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,1,7,6,6,34,15,2,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,4,3,0,3,45,13,1,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,3,6,4,7,66,13,2,"Lithuania","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,2,7,7,7,36,18,2,"Lithuania","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,7,4,7,32,14,2,"Lithuania","Male","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,3,6,4,5,30,14,2,"Lithuania","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,3,0,7,4,24,14,3,"Lithuania","Male","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
4,2,2,4,5,28,14,1,"Lithuania","Male","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
4,4,2,2,2,73,13,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
1,1,5,8,8,18,11,2,"Lithuania","Female","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
